id,device,timestamp,deviceId,rssi,rssiOld,beaconId,beaconName
560316649,142_(W10T_A7H_3),2022-04-26T13:27:22.510+00:00,509554898,-73,201,509542378,W10T_A7H_B-1-7
560316678,142_(W10T_A7H_3),2022-04-26T13:27:29.615+00:00,509554898,-76,204,509542097,W10T_A7H_B-1-2
560316677,142_(W10T_A7H_3),2022-04-26T13:27:29.615+00:00,509554898,-70,198,509558438,W10T_A7H_B-1-10
560316725,142_(W10T_A7H_3),2022-04-26T13:27:37.721+00:00,509554898,-72,200,509542097,W10T_A7H_B-1-2
560316723,142_(W10T_A7H_3),2022-04-26T13:27:37.721+00:00,509554898,-76,204,509542378,W10T_A7H_B-1-7
560316767,142_(W10T_A7H_3),2022-04-26T13:27:43.827+00:00,509554898,-72,200,509542378,W10T_A7H_B-1-7
560316766,142_(W10T_A7H_3),2022-04-26T13:27:43.827+00:00,509554898,-74,202,509542097,W10T_A7H_B-1-2
560316765,142_(W10T_A7H_3),2022-04-26T13:27:43.827+00:00,509554898,-68,196,509558438,W10T_A7H_B-1-10
560316821,142_(W10T_A7H_3),2022-04-26T13:27:52.941+00:00,509554898,-72,200,509558438,W10T_A7H_B-1-10
560316820,142_(W10T_A7H_3),2022-04-26T13:27:52.941+00:00,509554898,-73,201,509542378,W10T_A7H_B-1-7
560316819,142_(W10T_A7H_3),2022-04-26T13:27:52.941+00:00,509554898,-79,207,509542097,W10T_A7H_B-1-2
560316850,142_(W10T_A7H_3),2022-04-26T13:27:58.037+00:00,509554898,-72,200,509542029,W10T_A7H_B-1-1
560316848,142_(W10T_A7H_3),2022-04-26T13:27:58.037+00:00,509554898,-76,204,509542097,W10T_A7H_B-1-2
560316920,142_(W10T_A7H_3),2022-04-26T13:28:06.148+00:00,509554898,-77,205,509542097,W10T_A7H_B-1-2
560316919,142_(W10T_A7H_3),2022-04-26T13:28:06.148+00:00,509554898,-71,199,509542029,W10T_A7H_B-1-1
560316917,142_(W10T_A7H_3),2022-04-26T13:28:06.148+00:00,509554898,-72,200,509542378,W10T_A7H_B-1-7
560316978,142_(W10T_A7H_3),2022-04-26T13:28:15.263+00:00,509554898,-76,204,509542097,W10T_A7H_B-1-2
560316977,142_(W10T_A7H_3),2022-04-26T13:28:15.263+00:00,509554898,-72,200,509558438,W10T_A7H_B-1-10
560316976,142_(W10T_A7H_3),2022-04-26T13:28:15.263+00:00,509554898,-71,199,509542378,W10T_A7H_B-1-7
560317004,142_(W10T_A7H_3),2022-04-26T13:28:20.568+00:00,509554898,-73,201,509542378,W10T_A7H_B-1-7
560317066,142_(W10T_A7H_3),2022-04-26T13:28:28.677+00:00,509554898,-78,206,509542097,W10T_A7H_B-1-2
560317134,142_(W10T_A7H_3),2022-04-26T13:28:40.983+00:00,509554898,-72,200,509542378,W10T_A7H_B-1-7
560317133,142_(W10T_A7H_3),2022-04-26T13:28:40.983+00:00,509554898,-71,199,509558438,W10T_A7H_B-1-10
560317131,142_(W10T_A7H_3),2022-04-26T13:28:40.983+00:00,509554898,-80,208,509542097,W10T_A7H_B-1-2
560317167,142_(W10T_A7H_3),2022-04-26T13:28:48.090+00:00,509554898,-72,200,509559720,W10T_A7H_B-1-19 TrÃ¤nke
560317166,142_(W10T_A7H_3),2022-04-26T13:28:48.090+00:00,509554898,-78,206,509542097,W10T_A7H_B-1-2
560317165,142_(W10T_A7H_3),2022-04-26T13:28:48.090+00:00,509554898,-75,203,509542378,W10T_A7H_B-1-7
560317225,142_(W10T_A7H_3),2022-04-26T13:28:56.245+00:00,509554898,-75,203,509542097,W10T_A7H_B-1-2
560317289,142_(W10T_A7H_3),2022-04-26T13:29:03.349+00:00,509554898,-78,206,509542097,W10T_A7H_B-1-2
560317345,142_(W10T_A7H_3),2022-04-26T13:29:10.454+00:00,509554898,-73,201,509558438,W10T_A7H_B-1-10
560317338,142_(W10T_A7H_3),2022-04-26T13:29:10.454+00:00,509554898,-72,200,509559720,W10T_A7H_B-1-19 TrÃ¤nke
560317399,142_(W10T_A7H_3),2022-04-26T13:29:18.560+00:00,509554898,-73,201,509542378,W10T_A7H_B-1-7
560317398,142_(W10T_A7H_3),2022-04-26T13:29:18.560+00:00,509554898,-76,204,509542097,W10T_A7H_B-1-2
560317397,142_(W10T_A7H_3),2022-04-26T13:29:18.560+00:00,509554898,-72,200,509558351,W10T_A7H_B-1-9
560317428,142_(W10T_A7H_3),2022-04-26T13:29:25.664+00:00,509554898,-77,205,509542097,W10T_A7H_B-1-2
560317427,142_(W10T_A7H_3),2022-04-26T13:29:25.664+00:00,509554898,-72,200,509542378,W10T_A7H_B-1-7
560317465,142_(W10T_A7H_3),2022-04-26T13:29:31.770+00:00,509554898,-80,208,509542097,W10T_A7H_B-1-2
560317464,142_(W10T_A7H_3),2022-04-26T13:29:31.770+00:00,509554898,-70,198,509558438,W10T_A7H_B-1-10
560317463,142_(W10T_A7H_3),2022-04-26T13:29:31.770+00:00,509554898,-71,199,509559720,W10T_A7H_B-1-19 TrÃ¤nke
560317508,142_(W10T_A7H_3),2022-04-26T13:29:38.875+00:00,509554898,-81,209,509542097,W10T_A7H_B-1-2
560317507,142_(W10T_A7H_3),2022-04-26T13:29:38.875+00:00,509554898,-71,199,509558438,W10T_A7H_B-1-10
560317506,142_(W10T_A7H_3),2022-04-26T13:29:38.875+00:00,509554898,-71,199,509542378,W10T_A7H_B-1-7
560317627,142_(W10T_A7H_3),2022-04-26T13:30:00.847+00:00,509554898,-72,200,509559720,W10T_A7H_B-1-19 TrÃ¤nke
560317626,142_(W10T_A7H_3),2022-04-26T13:30:00.847+00:00,509554898,-80,208,509542097,W10T_A7H_B-1-2
560317625,142_(W10T_A7H_3),2022-04-26T13:30:00.847+00:00,509554898,-72,200,509542378,W10T_A7H_B-1-7
560317691,142_(W10T_A7H_3),2022-04-26T13:30:08.961+00:00,509554898,-71,199,509542029,W10T_A7H_B-1-1
560317690,142_(W10T_A7H_3),2022-04-26T13:30:08.961+00:00,509554898,-78,206,509542097,W10T_A7H_B-1-2
560317689,142_(W10T_A7H_3),2022-04-26T13:30:08.961+00:00,509554898,-71,199,509542378,W10T_A7H_B-1-7
560317735,142_(W10T_A7H_3),2022-04-26T13:30:15.059+00:00,509554898,-77,205,509542097,W10T_A7H_B-1-2
560317755,142_(W10T_A7H_3),2022-04-26T13:30:22.163+00:00,509554898,-72,200,509542029,W10T_A7H_B-1-1
560317789,142_(W10T_A7H_3),2022-04-26T13:30:29.268+00:00,509554898,-70,198,509542378,W10T_A7H_B-1-7
560317788,142_(W10T_A7H_3),2022-04-26T13:30:29.268+00:00,509554898,-70,198,509559720,W10T_A7H_B-1-19 TrÃ¤nke
560317845,142_(W10T_A7H_3),2022-04-26T13:30:37.373+00:00,509554898,-78,206,509542097,W10T_A7H_B-1-2
560317844,142_(W10T_A7H_3),2022-04-26T13:30:37.373+00:00,509554898,-73,201,509542378,W10T_A7H_B-1-7
560317843,142_(W10T_A7H_3),2022-04-26T13:30:37.373+00:00,509554898,-69,197,509542029,W10T_A7H_B-1-1
560317928,142_(W10T_A7H_3),2022-04-26T13:30:54.598+00:00,509554898,-73,201,509542378,W10T_A7H_B-1-7
560317927,142_(W10T_A7H_3),2022-04-26T13:30:54.598+00:00,509554898,-73,201,509559720,W10T_A7H_B-1-19 TrÃ¤nke
560317926,142_(W10T_A7H_3),2022-04-26T13:30:54.598+00:00,509554898,-78,206,509542097,W10T_A7H_B-1-2
560318019,142_(W10T_A7H_3),2022-04-26T13:31:04.793+00:00,509554898,-71,199,509542029,W10T_A7H_B-1-1
560318018,142_(W10T_A7H_3),2022-04-26T13:31:04.793+00:00,509554898,-77,205,509542097,W10T_A7H_B-1-2
560318017,142_(W10T_A7H_3),2022-04-26T13:31:04.793+00:00,509554898,-72,200,509542378,W10T_A7H_B-1-7
560318118,142_(W10T_A7H_3),2022-04-26T13:31:26.106+00:00,509554898,-73,201,509558438,W10T_A7H_B-1-10
560318117,142_(W10T_A7H_3),2022-04-26T13:31:26.106+00:00,509554898,-75,203,509542097,W10T_A7H_B-1-2
560318116,142_(W10T_A7H_3),2022-04-26T13:31:26.106+00:00,509554898,-76,204,509542378,W10T_A7H_B-1-7
560318169,142_(W10T_A7H_3),2022-04-26T13:31:34.214+00:00,509554898,-78,206,509542097,W10T_A7H_B-1-2
560318305,142_(W10T_A7H_3),2022-04-26T13:31:54.526+00:00,509554898,-81,209,509542097,W10T_A7H_B-1-2
560318303,142_(W10T_A7H_3),2022-04-26T13:31:54.526+00:00,509554898,-73,201,509542378,W10T_A7H_B-1-7
560318406,142_(W10T_A7H_3),2022-04-26T13:32:09.739+00:00,509554898,-80,208,509542097,W10T_A7H_B-1-2
560318404,142_(W10T_A7H_3),2022-04-26T13:32:09.739+00:00,509554898,-73,201,509558438,W10T_A7H_B-1-10
560318402,142_(W10T_A7H_3),2022-04-26T13:32:09.739+00:00,509554898,-73,201,509542378,W10T_A7H_B-1-7
560318442,142_(W10T_A7H_3),2022-04-26T13:32:16.846+00:00,509554898,-81,209,509542097,W10T_A7H_B-1-2
560318441,142_(W10T_A7H_3),2022-04-26T13:32:16.846+00:00,509554898,-72,200,509542378,W10T_A7H_B-1-7
560318513,142_(W10T_A7H_3),2022-04-26T13:32:30.053+00:00,509554898,-77,205,509542378,W10T_A7H_B-1-7
560318571,142_(W10T_A7H_3),2022-04-26T13:32:44.261+00:00,509554898,-76,204,509542378,W10T_A7H_B-1-7
560318570,142_(W10T_A7H_3),2022-04-26T13:32:44.261+00:00,509554898,-78,206,509542097,W10T_A7H_B-1-2
560318569,142_(W10T_A7H_3),2022-04-26T13:32:44.261+00:00,509554898,-71,199,509542029,W10T_A7H_B-1-1
560318642,142_(W10T_A7H_3),2022-04-26T13:32:59.473+00:00,509554898,-74,202,509542097,W10T_A7H_B-1-2
560318641,142_(W10T_A7H_3),2022-04-26T13:32:59.473+00:00,509554898,-74,202,509542378,W10T_A7H_B-1-7
560318640,142_(W10T_A7H_3),2022-04-26T13:32:59.473+00:00,509554898,-71,199,509559720,W10T_A7H_B-1-19 TrÃ¤nke
560318707,142_(W10T_A7H_3),2022-04-26T13:33:05.577+00:00,509554898,-72,200,509558438,W10T_A7H_B-1-10
560318706,142_(W10T_A7H_3),2022-04-26T13:33:05.577+00:00,509554898,-73,201,509542097,W10T_A7H_B-1-2
560318755,142_(W10T_A7H_3),2022-04-26T13:33:14.683+00:00,509554898,-71,199,509542097,W10T_A7H_B-1-2
560318754,142_(W10T_A7H_3),2022-04-26T13:33:14.683+00:00,509554898,-69,197,509542314,W10T_A7H_B-1-6
560318753,142_(W10T_A7H_3),2022-04-26T13:33:14.683+00:00,509554898,-69,197,509558566,W10T_A7H_B-1-11
560318798,142_(W10T_A7H_3),2022-04-26T13:33:19.786+00:00,509554898,-71,199,509542029,W10T_A7H_B-1-1
560318796,142_(W10T_A7H_3),2022-04-26T13:33:19.786+00:00,509554898,-76,204,509542097,W10T_A7H_B-1-2
560318850,142_(W10T_A7H_3),2022-04-26T13:33:28.899+00:00,509554898,-74,202,509542378,W10T_A7H_B-1-7
560318849,142_(W10T_A7H_3),2022-04-26T13:33:28.899+00:00,509554898,-73,201,509542314,W10T_A7H_B-1-6
560318872,142_(W10T_A7H_3),2022-04-26T13:33:33.996+00:00,509554898,-77,205,509542097,W10T_A7H_B-1-2
560318871,142_(W10T_A7H_3),2022-04-26T13:33:33.996+00:00,509554898,-77,205,509542378,W10T_A7H_B-1-7
560318916,142_(W10T_A7H_3),2022-04-26T13:33:42.105+00:00,509554898,-76,204,509542097,W10T_A7H_B-1-2
560318915,142_(W10T_A7H_3),2022-04-26T13:33:42.105+00:00,509554898,-74,202,509558438,W10T_A7H_B-1-10
560318914,142_(W10T_A7H_3),2022-04-26T13:33:42.105+00:00,509554898,-75,203,509542378,W10T_A7H_B-1-7
560318965,142_(W10T_A7H_3),2022-04-26T13:33:48.207+00:00,509554898,-78,206,509542097,W10T_A7H_B-1-2
560319101,142_(W10T_A7H_3),2022-04-26T13:34:05.686+00:00,509554898,-72,200,509559720,W10T_A7H_B-1-19 TrÃ¤nke
560319100,142_(W10T_A7H_3),2022-04-26T13:34:05.686+00:00,509554898,-78,206,509542097,W10T_A7H_B-1-2
560319098,142_(W10T_A7H_3),2022-04-26T13:34:05.686+00:00,509554898,-74,202,509558438,W10T_A7H_B-1-10
560319137,142_(W10T_A7H_3),2022-04-26T13:34:12.790+00:00,509554898,-73,201,509542378,W10T_A7H_B-1-7
560319136,142_(W10T_A7H_3),2022-04-26T13:34:12.790+00:00,509554898,-76,204,509542097,W10T_A7H_B-1-2
560319216,142_(W10T_A7H_3),2022-04-26T13:34:28.003+00:00,509554898,-76,204,509542097,W10T_A7H_B-1-2
560319215,142_(W10T_A7H_3),2022-04-26T13:34:28.003+00:00,509554898,-74,202,509558438,W10T_A7H_B-1-10
560319253,142_(W10T_A7H_3),2022-04-26T13:34:34.107+00:00,509554898,-72,200,509542378,W10T_A7H_B-1-7
560319252,142_(W10T_A7H_3),2022-04-26T13:34:34.107+00:00,509554898,-73,201,509559720,W10T_A7H_B-1-19 TrÃ¤nke
560319296,142_(W10T_A7H_3),2022-04-26T13:34:41.211+00:00,509554898,-77,205,509542097,W10T_A7H_B-1-2
560319295,142_(W10T_A7H_3),2022-04-26T13:34:41.211+00:00,509554898,-73,201,509542314,W10T_A7H_B-1-6
560319327,142_(W10T_A7H_3),2022-04-26T13:34:48.316+00:00,509554898,-76,204,509542378,W10T_A7H_B-1-7
560319326,142_(W10T_A7H_3),2022-04-26T13:34:48.316+00:00,509554898,-78,206,509542097,W10T_A7H_B-1-2
560319391,142_(W10T_A7H_3),2022-04-26T13:34:58.439+00:00,509554898,-72,200,509558351,W10T_A7H_B-1-9
560319390,142_(W10T_A7H_3),2022-04-26T13:34:58.439+00:00,509554898,-71,199,509558438,W10T_A7H_B-1-10
560319387,142_(W10T_A7H_3),2022-04-26T13:34:58.439+00:00,509554898,-77,205,509542097,W10T_A7H_B-1-2
560319422,142_(W10T_A7H_3),2022-04-26T13:35:02.526+00:00,509554898,-70,198,509558438,W10T_A7H_B-1-10
560319418,142_(W10T_A7H_3),2022-04-26T13:35:02.526+00:00,509554898,-71,199,509542378,W10T_A7H_B-1-7
560319502,142_(W10T_A7H_3),2022-04-26T13:35:10.631+00:00,509554898,-79,207,509542097,W10T_A7H_B-1-2
560319501,142_(W10T_A7H_3),2022-04-26T13:35:10.631+00:00,509554898,-73,201,509542378,W10T_A7H_B-1-7
560319500,142_(W10T_A7H_3),2022-04-26T13:35:10.631+00:00,509554898,-71,199,509542029,W10T_A7H_B-1-1
560319560,142_(W10T_A7H_3),2022-04-26T13:35:26.327+00:00,509554898,-77,205,509542097,W10T_A7H_B-1-2
560319559,142_(W10T_A7H_3),2022-04-26T13:35:26.327+00:00,509554898,-71,199,509558438,W10T_A7H_B-1-10
560319584,142_(W10T_A7H_3),2022-04-26T13:35:32.429+00:00,509554898,-70,198,509558438,W10T_A7H_B-1-10
560319583,142_(W10T_A7H_3),2022-04-26T13:35:32.429+00:00,509554898,-70,198,509559342,W10T_A7H_B-1-14
560319626,142_(W10T_A7H_3),2022-04-26T13:35:39.534+00:00,509554898,-71,199,509542029,W10T_A7H_B-1-1
560319625,142_(W10T_A7H_3),2022-04-26T13:35:39.534+00:00,509554898,-72,200,509559720,W10T_A7H_B-1-19 TrÃ¤nke
560319624,142_(W10T_A7H_3),2022-04-26T13:35:39.534+00:00,509554898,-78,206,509542097,W10T_A7H_B-1-2
560319696,142_(W10T_A7H_3),2022-04-26T13:35:53.693+00:00,509554898,-73,201,509559720,W10T_A7H_B-1-19 TrÃ¤nke
560319695,142_(W10T_A7H_3),2022-04-26T13:35:53.693+00:00,509554898,-71,199,509542378,W10T_A7H_B-1-7
560319832,142_(W10T_A7H_3),2022-04-26T13:36:14.898+00:00,509554898,-72,200,509542029,W10T_A7H_B-1-1
560319831,142_(W10T_A7H_3),2022-04-26T13:36:14.898+00:00,509554898,-72,200,509542314,W10T_A7H_B-1-6
560319830,142_(W10T_A7H_3),2022-04-26T13:36:14.898+00:00,509554898,-78,206,509542097,W10T_A7H_B-1-2
560319878,142_(W10T_A7H_3),2022-04-26T13:36:24.015+00:00,509554898,-71,199,509558243,W10T_A7H_B-1-8 AMS
560319973,142_(W10T_A7H_3),2022-04-26T13:36:37.688+00:00,509554898,-71,199,509559342,W10T_A7H_B-1-14
560319975,142_(W10T_A7H_3),2022-04-26T13:36:37.688+00:00,509554898,-77,205,509542097,W10T_A7H_B-1-2
560319974,142_(W10T_A7H_3),2022-04-26T13:36:37.688+00:00,509554898,-74,202,509558438,W10T_A7H_B-1-10
560320020,142_(W10T_A7H_3),2022-04-26T13:36:44.792+00:00,509554898,-73,201,509542029,W10T_A7H_B-1-1
560320019,142_(W10T_A7H_3),2022-04-26T13:36:44.792+00:00,509554898,-72,200,509558438,W10T_A7H_B-1-10
560320018,142_(W10T_A7H_3),2022-04-26T13:36:44.792+00:00,509554898,-79,207,509542097,W10T_A7H_B-1-2
560320110,142_(W10T_A7H_3),2022-04-26T13:37:01.640+00:00,509554898,-72,200,509542378,W10T_A7H_B-1-7
560320109,142_(W10T_A7H_3),2022-04-26T13:37:01.640+00:00,509554898,-79,207,509542097,W10T_A7H_B-1-2
560320188,142_(W10T_A7H_3),2022-04-26T13:37:08.746+00:00,509554898,-71,199,509542029,W10T_A7H_B-1-1
560320186,142_(W10T_A7H_3),2022-04-26T13:37:08.746+00:00,509554898,-78,206,509542097,W10T_A7H_B-1-2
560320228,142_(W10T_A7H_3),2022-04-26T13:37:15.849+00:00,509554898,-76,204,509542378,W10T_A7H_B-1-7
560320221,142_(W10T_A7H_3),2022-04-26T13:37:15.849+00:00,509554898,-71,199,509559720,W10T_A7H_B-1-19 TrÃ¤nke
560320267,142_(W10T_A7H_3),2022-04-26T13:37:23.961+00:00,509554898,-77,205,509542097,W10T_A7H_B-1-2
560320295,142_(W10T_A7H_3),2022-04-26T13:37:30.208+00:00,509554898,-74,202,509542378,W10T_A7H_B-1-7
560320293,142_(W10T_A7H_3),2022-04-26T13:37:30.208+00:00,509554898,-74,202,509559720,W10T_A7H_B-1-19 TrÃ¤nke
560320327,142_(W10T_A7H_3),2022-04-26T13:37:37.313+00:00,509554898,-73,201,509542378,W10T_A7H_B-1-7
560320326,142_(W10T_A7H_3),2022-04-26T13:37:37.313+00:00,509554898,-78,206,509542097,W10T_A7H_B-1-2
560320325,142_(W10T_A7H_3),2022-04-26T13:37:37.313+00:00,509554898,-75,203,509559720,W10T_A7H_B-1-19 TrÃ¤nke
560320414,142_(W10T_A7H_3),2022-04-26T13:37:54.583+00:00,509554898,-78,206,509542097,W10T_A7H_B-1-2
560320413,142_(W10T_A7H_3),2022-04-26T13:37:54.583+00:00,509554898,-73,201,509542378,W10T_A7H_B-1-7
560320412,142_(W10T_A7H_3),2022-04-26T13:37:54.583+00:00,509554898,-71,199,509542314,W10T_A7H_B-1-6
560320494,142_(W10T_A7H_3),2022-04-26T13:38:03.703+00:00,509554898,-79,207,509542097,W10T_A7H_B-1-2
560320493,142_(W10T_A7H_3),2022-04-26T13:38:03.703+00:00,509554898,-74,202,509559720,W10T_A7H_B-1-19 TrÃ¤nke
560320522,142_(W10T_A7H_3),2022-04-26T13:38:09.800+00:00,509554898,-78,206,509542097,W10T_A7H_B-1-2
560320555,142_(W10T_A7H_3),2022-04-26T13:38:15.899+00:00,509554898,-71,199,509559720,W10T_A7H_B-1-19 TrÃ¤nke
560320548,142_(W10T_A7H_3),2022-04-26T13:38:15.899+00:00,509554898,-71,199,509542378,W10T_A7H_B-1-7
560320671,142_(W10T_A7H_3),2022-04-26T13:38:38.498+00:00,509554898,-77,205,509542097,W10T_A7H_B-1-2
560320670,142_(W10T_A7H_3),2022-04-26T13:38:38.498+00:00,509554898,-74,202,509542378,W10T_A7H_B-1-7
560320669,142_(W10T_A7H_3),2022-04-26T13:38:38.498+00:00,509554898,-71,199,509542029,W10T_A7H_B-1-1
560320699,142_(W10T_A7H_3),2022-04-26T13:38:44.596+00:00,509554898,-79,207,509542097,W10T_A7H_B-1-2
560320736,142_(W10T_A7H_3),2022-04-26T13:38:51.701+00:00,509554898,-73,201,509542029,W10T_A7H_B-1-1
560320856,142_(W10T_A7H_3),2022-04-26T13:39:07.714+00:00,509554898,-78,206,509542097,W10T_A7H_B-1-2
560320861,142_(W10T_A7H_3),2022-04-26T13:39:07.714+00:00,509554898,-72,200,509558438,W10T_A7H_B-1-10
560320899,142_(W10T_A7H_3),2022-04-26T13:39:15.828+00:00,509554898,-73,201,509542378,W10T_A7H_B-1-7
560320898,142_(W10T_A7H_3),2022-04-26T13:39:15.828+00:00,509554898,-72,200,509542029,W10T_A7H_B-1-1
560320897,142_(W10T_A7H_3),2022-04-26T13:39:15.828+00:00,509554898,-79,207,509542097,W10T_A7H_B-1-2
560320930,142_(W10T_A7H_3),2022-04-26T13:39:21.926+00:00,509554898,-81,209,509542097,W10T_A7H_B-1-2
560320929,142_(W10T_A7H_3),2022-04-26T13:39:21.926+00:00,509554898,-72,200,509542378,W10T_A7H_B-1-7
560320928,142_(W10T_A7H_3),2022-04-26T13:39:21.926+00:00,509554898,-71,199,509559720,W10T_A7H_B-1-19 TrÃ¤nke
560321002,142_(W10T_A7H_3),2022-04-26T13:39:36.135+00:00,509554898,-77,205,509542097,W10T_A7H_B-1-2
560321001,142_(W10T_A7H_3),2022-04-26T13:39:36.135+00:00,509554898,-72,200,509558438,W10T_A7H_B-1-10
560321039,142_(W10T_A7H_3),2022-04-26T13:39:43.239+00:00,509554898,-72,200,509542378,W10T_A7H_B-1-7
560321089,142_(W10T_A7H_3),2022-04-26T13:39:53.890+00:00,509554898,-79,207,509542097,W10T_A7H_B-1-2
560321088,142_(W10T_A7H_3),2022-04-26T13:39:53.890+00:00,509554898,-71,199,509542378,W10T_A7H_B-1-7
560321117,142_(W10T_A7H_3),2022-04-26T13:40:00.995+00:00,509554898,-73,201,509558438,W10T_A7H_B-1-10
560321116,142_(W10T_A7H_3),2022-04-26T13:40:00.995+00:00,509554898,-80,208,509542097,W10T_A7H_B-1-2
560321197,142_(W10T_A7H_3),2022-04-26T13:40:09.107+00:00,509554898,-72,200,509558438,W10T_A7H_B-1-10
560321196,142_(W10T_A7H_3),2022-04-26T13:40:09.107+00:00,509554898,-71,199,509542029,W10T_A7H_B-1-1
560321236,142_(W10T_A7H_3),2022-04-26T13:40:15.207+00:00,509554898,-71,199,509542378,W10T_A7H_B-1-7
560321235,142_(W10T_A7H_3),2022-04-26T13:40:15.207+00:00,509554898,-82,210,509542097,W10T_A7H_B-1-2
560321386,142_(W10T_A7H_3),2022-04-26T13:40:43.624+00:00,509554898,-79,207,509542097,W10T_A7H_B-1-2
560321434,142_(W10T_A7H_3),2022-04-26T13:40:50.731+00:00,509554898,-72,200,509542378,W10T_A7H_B-1-7
560321470,142_(W10T_A7H_3),2022-04-26T13:40:57.836+00:00,509554898,-70,198,509542378,W10T_A7H_B-1-7
560321469,142_(W10T_A7H_3),2022-04-26T13:40:57.836+00:00,509554898,-72,200,509542029,W10T_A7H_B-1-1
560321468,142_(W10T_A7H_3),2022-04-26T13:40:57.836+00:00,509554898,-78,206,509542097,W10T_A7H_B-1-2
560321563,142_(W10T_A7H_3),2022-04-26T13:41:06.943+00:00,509554898,-82,210,509542097,W10T_A7H_B-1-2
560321564,142_(W10T_A7H_3),2022-04-26T13:41:06.943+00:00,509554898,-73,201,509542378,W10T_A7H_B-1-7
560321747,142_(W10T_A7H_3),2022-04-26T13:41:40.466+00:00,509554898,-78,206,509558438,W10T_A7H_B-1-10
560321746,142_(W10T_A7H_3),2022-04-26T13:41:40.466+00:00,509554898,-81,209,509542097,W10T_A7H_B-1-2
560321780,142_(W10T_A7H_3),2022-04-26T13:41:47.570+00:00,509554898,-82,210,509542097,W10T_A7H_B-1-2
560321834,142_(W10T_A7H_3),2022-04-26T13:41:54.675+00:00,509554898,-84,212,509542097,W10T_A7H_B-1-2
560321830,142_(W10T_A7H_3),2022-04-26T13:41:54.675+00:00,509554898,-78,206,509542378,W10T_A7H_B-1-7
560321864,142_(W10T_A7H_3),2022-04-26T13:42:01.778+00:00,509554898,-78,206,509542097,W10T_A7H_B-1-2
560321942,142_(W10T_A7H_3),2022-04-26T13:42:08.883+00:00,509554898,-77,205,509542097,W10T_A7H_B-1-2
560321946,142_(W10T_A7H_3),2022-04-26T13:42:08.883+00:00,509554898,-72,200,509559342,W10T_A7H_B-1-14
560321945,142_(W10T_A7H_3),2022-04-26T13:42:08.883+00:00,509554898,-75,203,509542378,W10T_A7H_B-1-7
560321975,142_(W10T_A7H_3),2022-04-26T13:42:15.990+00:00,509554898,-79,207,509542097,W10T_A7H_B-1-2
560321998,142_(W10T_A7H_3),2022-04-26T13:42:23.095+00:00,509554898,-73,201,509558566,W10T_A7H_B-1-11
560322000,142_(W10T_A7H_3),2022-04-26T13:42:23.095+00:00,509554898,-76,204,509542378,W10T_A7H_B-1-7
560322052,142_(W10T_A7H_3),2022-04-26T13:42:35.228+00:00,509554898,-78,206,509542097,W10T_A7H_B-1-2
560322073,142_(W10T_A7H_3),2022-04-26T13:42:39.325+00:00,509554898,-77,205,509542097,W10T_A7H_B-1-2
560322071,142_(W10T_A7H_3),2022-04-26T13:42:39.325+00:00,509554898,-76,204,509542378,W10T_A7H_B-1-7
560322098,142_(W10T_A7H_3),2022-04-26T13:42:44.409+00:00,509554898,-72,200,509542029,W10T_A7H_B-1-1
560322097,142_(W10T_A7H_3),2022-04-26T13:42:44.409+00:00,509554898,-82,210,509542097,W10T_A7H_B-1-2
560322096,142_(W10T_A7H_3),2022-04-26T13:42:44.409+00:00,509554898,-72,200,509542378,W10T_A7H_B-1-7
560322123,142_(W10T_A7H_3),2022-04-26T13:42:51.514+00:00,509554898,-73,201,509558438,W10T_A7H_B-1-10
560322158,142_(W10T_A7H_3),2022-04-26T13:42:58.620+00:00,509554898,-79,207,509542097,W10T_A7H_B-1-2
560322157,142_(W10T_A7H_3),2022-04-26T13:42:58.620+00:00,509554898,-73,201,509542378,W10T_A7H_B-1-7
560322156,142_(W10T_A7H_3),2022-04-26T13:42:58.620+00:00,509554898,-72,200,509558438,W10T_A7H_B-1-10
560322222,142_(W10T_A7H_3),2022-04-26T13:43:05.725+00:00,509554898,-73,201,509542097,W10T_A7H_B-1-2
560322277,142_(W10T_A7H_3),2022-04-26T13:43:15.858+00:00,509554898,-72,200,509559720,W10T_A7H_B-1-19 TrÃ¤nke
560322276,142_(W10T_A7H_3),2022-04-26T13:43:15.858+00:00,509554898,-78,206,509542378,W10T_A7H_B-1-7
560322273,142_(W10T_A7H_3),2022-04-26T13:43:15.858+00:00,509554898,-71,199,509542097,W10T_A7H_B-1-2
560322301,142_(W10T_A7H_3),2022-04-26T13:43:19.934+00:00,509554898,-71,199,509559720,W10T_A7H_B-1-19 TrÃ¤nke
560322300,142_(W10T_A7H_3),2022-04-26T13:43:19.934+00:00,509554898,-72,200,509542097,W10T_A7H_B-1-2
560322299,142_(W10T_A7H_3),2022-04-26T13:43:19.934+00:00,509554898,-75,203,509542378,W10T_A7H_B-1-7
560322339,142_(W10T_A7H_3),2022-04-26T13:43:28.049+00:00,509554898,-74,202,509542314,W10T_A7H_B-1-6
560322338,142_(W10T_A7H_3),2022-04-26T13:43:28.049+00:00,509554898,-71,199,509542264,W10T_A7H_B-1-5
560322337,142_(W10T_A7H_3),2022-04-26T13:43:28.049+00:00,509554898,-72,200,509542378,W10T_A7H_B-1-7
560322390,142_(W10T_A7H_3),2022-04-26T13:43:36.160+00:00,509554898,-74,202,509542378,W10T_A7H_B-1-7
